Brand,Title,Description,Posted_date,End_date,Comments_count,Bookmarks_count,Shares_count
Lancome,Teint Idole Ultra 24h Foundation @ Lancôme,Dealmoon Singles Day exclusive! Lancome offers 20% off + 3 deluxe samples (including Genifique) With Any $49+ Teint Idole,11/12/2017,,2,10,1
Lancome,TEINT MIRACLE RADIANT FOUNDATION,Dealmoon Singles Day exclusive! Lancome offers 20% off + 3 deluxe samples (including Genifique) With Any $49+ the,11/12/2017,,11,58,17
Lancome,ABSOLUE L'EXTRAIT ULTIMATE EYE CONTOUR COLLECTION,Dealmoon Singles Day exclusive! Lancome offers 20% off + 3 deluxe samples (including Genifique) ABSOLUE L'EXTRAIT,11/12/2017,,,4,1
Lancome,BIENFAIT UV SPF 50+ @ Lancôme,Dealmoon Singles Day exclusive! Lancome offers 20% off + 3 deluxe samples (including Genifique) With Any,11/12/2017,,,8,2
Lancome,With $49+ Cushion Makeup Purchase @ Lancome,Dealmoon Singles Day exclusive! Lancome offers 20% off + 3 deluxe samples (including Genifique) With Any $49+Cushion,11/12/2017,,27,98,29
Lancome,Last Day: With $49+ MATTE SHAKER LIQUID LIPSTICK @ Lancome,Dealmoon Singles Day exclusive! Lancome offers 20% off + 3 deluxe samples (including Genifique) With Any,11/12/2017,,9,40,11
Lancome,With $49+ L'ABSOLU ROUGE HOLIDAY EDITION @ Lancôme,Dealmoon Singles Day exclusive! Lancome offers 20% off + 3 deluxe samples (including Genifique) With Any,11/12/2017,,30,166,70
Lancome,With $49+ L'Absolu Rouge @ Lancôme,Dealmoon Singles Day exclusive! Lancome offers 20% off + 3 deluxe samples (including Genifique) With Any,11/11/2017,,4,45,14
Lancome,ADVANCED GÉNIFIQUE SENSITIVE SERUM @ Lancome,Dealmoon Singles Day exclusive! Lancome offers 20% off + 3 deluxe samples (including Genifique) ADVANCED,11/05/2017,,42,193,97
Lancome,On your order of $60 or more @ Lancome,Lancome offers customize your 7 piece gift + free shipping On your order of $60 or more. Receive a BONUS offer on your order of $95 or more. Choose the,10/31/2017,,45,71,38
Lancome,Génifique Yeux Youth Activating Eye Concentrate @ Lancome,Lancome offers 15% off on Génifique Yeux Youth Activating Eye Concentrate for $56.95 via coupon code,10/29/2017,,2,25,7
Lancome,Comforting Rehydrating Toner @ Lancôme,Lancome offers 15% off with $49+ the Comforting Rehydrating Toner purchase via coupon code,10/29/2017,,27,111,49
Lancome,MATTE SHAKER LIQUID LIPSTICK,"Lancome offers 15% off with $49+ MATTE SHAKER LIQUID LIPSTICK via coupon code """". 1 free sample at",10/29/2017,,16,43,16
Lancome,With $49+ Order @ Lancome,"Lancome offers 15% off  with $49+ Order flash sale via coupon code ""FLASH"". 1 free sample at checkout. Free shipping with",10/29/2017,,101,224,166
Lancome,With any Energie De Vie Purchase @ Lancôme,"Lancome offers 15% off with $49+ Energie De Vie purchase via coupon code ""FLASH"".   1 free sample at",10/29/2017,,5,8,11
Lancome,ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE SERUM,Lancome offers 15% off ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE SERUM for  via coupon code,10/29/2017,,8,32,10
Lancome,ADVANCED GÉNIFIQUE SENSITIVE SERUM @ Lancome,Lancome offers 15% off on ADVANCED GÉNIFIQUE SENSITIVE SERUM for $66.30 via coupon code,10/29/2017,,4,63,22
Lancome,With any Hydra Zen Purchase @ Lancôme,"Lancome offers 15% off with $49+ hydra zen purchase via coupon code ""FLASH"".  1 free sample at checkout. Free",10/29/2017,,11,36,15
Lancome,Advanced Génifique Youth Activating Concentrate Serum @ Lancome,Lancome offers 15% off with $49 the Advanced Génifique Youth Activating Concentrate Serum via coupon code,10/28/2017,,20,53,22
Lancome,Shop More Save More Sale @ Lancome,"Lancome offers up to $25 off your purchase via coupon code ""SHOPSAVE"". $10 off your $75+ purchase, your $100+",10/25/2017,,73,192,98
Lancome,Advanced Génifique Youth Activating Concentrate Serum @ Lancome,Lancome offers up to $25 off your Advanced Génifique Youth Activating Concentrate Serum purchase via coupon code,10/25/2017,,5,44,26
Lancome,ADVANCED GÉNIFIQUE EYE LIGHT PEARL,"Lancome offers up to $25 off ADVANCED GÉNIFIQUE EYE LIGHT PEARL via coupon code """".  your $75+",10/24/2017,,1,27,8
Lancome,Génifique Yeux Youth Activating Eye Concentrate @ Lancome,Lancome offers up to $25 off Génifique Yeux Youth Activating Eye Concentrate via coupon code,10/24/2017,,3,9,6
Lancome,With any Hydra Zen Purchase @ Lancôme,"Lancome offers up to $25 off hydra zen purchase purchase via coupon code ""SHOPSAVE"". your $75+",10/24/2017,,2,5,5
Lancome,ADVANCED GÉNIFIQUE SENSITIVE SERUM @ Lancome,Lancome offers up to $25 off ADVANCED GÉNIFIQUE SENSITIVE SERUM for $68.00 via coupon code,10/24/2017,,8,54,12
Lancome,Comforting Rehydrating Toner @ Lancôme,Lancome offers up to $25 off your the Comforting Rehydrating Toner purchase purchase via coupon code,10/24/2017,,9,51,26
Lancome,With $60 or More Purchase @ Lancome,"Lancome offers customize your 7 piece gift (a $136 value) with $60 or more purchase. Plus,receive 3 BONUS sample on your order of",10/21/2017,,172,391,207
Lancome,Lancome Holiday 2017 Beauty Box @ Lancome,Lancome offers the Holiday 2017 Beauty Box(Purchase with any Lancôme Purchase) for . Free shipping.,10/21/2017,,7,78,38
Lancome,Any Three Or More Halloween Looks Products @ Lancome,"Lancome offers 15% off Any Three Or More Halloween Looks Products via coupon code """". 1 complimentary sample at check",10/20/2017,,1,56,14
Lancome,Advanced Génifique Activating & Illuminating Collection @ Lancome,Lancome offers the Advanced Génifique Activating & Illuminating Collection for $112.00. Lancome offers customize your 7,10/07/2017,,38,65,27
Lancome,ESSENTIALS ON THE GO @ Lancome,Lancome offers ESSENTIALS ON THE GO for $82 plus up to 16 samples. free 4 samples with orders over $49 via coupon code,10/07/2017,,5,70,24
Lancome,with Orders over $49 @ Lancome,"Lancome offers free 4 samples with orders over $49 via coupon code ""SPICE"". Plus, get free Renergie Lift Multi-Action Eye Cream 0.2oz with",10/06/2017,,2,24,8
Lancome,With $49+ Order @ Lancome,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples with $49+ Order via coupon code,10/05/2017,,125,416,238
Lancome,With any Energie De Vie Purchase @ Lancôme,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples with $49+ Energie De Vie purchase via coupon code,10/05/2017,,10,45,16
Lancome,ADVANCED GÉNIFIQUE SENSITIVE SERUM @ Lancome,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples ADVANCED GÉNIFIQUE SENSITIVE,10/05/2017,,24,90,28
Lancome,Advanced Génifique Youth Activating Concentrate Serum @ Lancome,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples with $49+ the Advanced Génifique Youth,10/05/2017,,26,196,70
Lancome,Comforting Rehydrating Toner @ Lancôme,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples with $49+ the Comforting Rehydrating Toner,10/05/2017,,18,62,33
Lancome,L'Absolu Rouge @ Lancôme,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples  with $ 49+ the L'Absolu Rouge,10/05/2017,,11,119,37
Lancome,ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE SERUM,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE,10/05/2017,,22,54,21
Lancome,Génifique Yeux Youth Activating Eye Concentrate @ Lancome,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples Génifique Yeux Youth Activating Eye,10/05/2017,,6,38,19
Lancome,With any Hydra Zen Purchase @ Lancôme,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples with $49+ hydra zen purchase via coupon code,10/05/2017,,12,40,12
Lancome,Parfum Sale @ Lancome,"Lancome offers 15% off + 2 samples Parfum Sale via coupon code ""MIDAUTUMNMOON"". 1 free sample at checkout. Free shipping on orders over",10/04/2017,,11,32,17
Lancome,TEINT MIRACLE RADIANT FOUNDATION,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples the TEINT MIRACLE RADIANT FOUNDATION via coupon code,10/03/2017,,,17,2
Lancome,MATTE SHAKER LIQUID LIPSTICK,Dealmoon Exclusive Midautumn Festival Offer! Lancome offers 15% off + 2 samples with $49+ MATTE SHAKER LIQUID,10/03/2017,,2,10,1
Lancome,With any $75+ Purchase,"Lancome offers free miracle color correcting primer cushion with any $75+ purchase. To combat dullness, use coupon code",10/02/2017,,4,26,7
Lancome,ADVANCED GÉNIFIQUE SENSITIVE SERUM @ Lancome,Flash Sale! Today Only! Lancome offers 20% off ADVANCED GÉNIFIQUE SENSITIVE,09/28/2017,,17,55,28
Lancome,With Advanced Génifique Youth Activating Concentrate Serum @ Lancome,Today Only! Lancome offers 20% off the Advanced Génifique Youth Activating Concentrate Serum via coupon code,09/27/2017,,53,143,89
Lancome,TEINT MIRACLE RADIANT FOUNDATION,Flash Sale! Today Only! Lancome offers 20% off the TEINT MIRACLE RADIANT FOUNDATION purchase via coupon code,09/27/2017,,33,41,12
Lancome,Comforting Rehydrating Toner @ Lancôme,Flash Sale! Today Only! Lancome offers 20% off the Comforting Rehydrating Toner purchase via coupon code,09/27/2017,,9,66,47
Lancome,Any Order + Free Shipping On Orders of $49+ @ Lancome,"Flash Sale! Today Only! Lancome offers 20% off Any Order via coupon code ""FLASH"". Plus Lancome",09/27/2017,,396,528,424
Lancome,ABSOLUE L'EXTRAIT ULTIMATE EYE CONTOUR COLLECTION,"Lancome offers 20% off ABSOLUE L'EXTRAIT ULTIMATE EYE CONTOUR COLLECTION via coupon code """". Plus Lancome",09/27/2017,,,4,1
Lancome,Teint Idole Ultra 24h Foundation @ Lancôme,Flash Sale! Today Only! Lancome offers Teint Idole Ultra 24h Foundation via coupon code,09/27/2017,,14,33,11
Lancome,With any Energie De Vie Purchase @ Lancôme,Today Only! Lancome offers 20% off with any Energie De Vie purchase via coupon code,09/27/2017,,7,21,5
Lancome,MATTE SHAKER LIQUID LIPSTICK,Flash Sale! Today Only! Lancome offers MATTE SHAKER LIQUID LIPSTICK for $17.60 via coupon code,09/27/2017,,5,44,7
Lancome,BIENFAIT UV SPF 50+ @ Lancôme,Flash Sale! Today Only! Lancome offers 20% off the BIENFAIT UV SPF 50+ purchase via coupon code,09/27/2017,,5,10,6
Lancome,With any Hydra Zen Purchase @ Lancôme,Flash Sale! Today Only! Lancome offers 20% off with anyhydra zen purchase via coupon code,09/27/2017,,,29,21
Lancome,L'Absolu Rouge @ Lancôme,Flash Sale! Today Only! Lancome offers 20% off the L'Absolu Rouge purchase via coupon code,09/27/2017,,11,46,14
Lancome,With Cushion Makeup Purchase @ Lancome,Flash Sale! Today Only! Lancome offers 20% off With Cushion Makeup Purchase  via coupon code,09/27/2017,,25,51,19
Lancome,ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE SERUM,Lancome offers the ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE SERUM for via coupon code,09/27/2017,,6,38,16
Lancome,Any orders over $49 @ Lancome,"Lancome offers free 3 cleansing & mask samples with any orders over $49 via coupon code """". Free shipping on orders over",09/27/2017,,,22,4
Lancome,Génifique Yeux Youth Activating Eye Concentrate @ Lancome,Lancome offers Génifique Yeux Youth Activating Eye Concentrate for $53.6  via coupon code,09/27/2017,,6,26,7
Lancome,With any Hydra Zen Purchase @ Lancôme,"Lancome offers up to $25 off with anyhydra zen purchase via coupon code ""SHOPSAVE"". $10",09/23/2017,,,9,2
Lancome,Comforting Rehydrating Toner @ Lancôme,Lancome offers up to $25 off the Comforting Rehydrating Toner purchase via coupon code,09/23/2017,,4,8,4
Lancome,With Advanced Génifique Youth Activating Concentrate Serum @ Lancome,Lancome offers up to $25 off the Advanced Génifique Youth Activating Concentrate Serum purchase via coupon code,09/23/2017,,6,19,2
Lancome,Shop More Save More Sale @ Lancome,"Lancome offers up to $25 off your purchase via coupon code ""SHOPSAVE"". $10 off purchase of $75+ $15",09/22/2017,,14,40,23
Lancome,ADVANCED GÉNIFIQUE SENSITIVE SERUM @ Lancome,Lancome offers up to $25 off ADVANCED GÉNIFIQUE SENSITIVE SERUM via coupon code,09/22/2017,,16,20,6
Lancome,+3 Deluxe Samples Color Design Lipstick for Chinese Valentine's Day @ Lancome,Dealmoon Exclusive! Lancome offers buy 1 get 1 free Color Design Lipstick for Chinese Valentine's Day via coupon code,08/28/2017,,307,663,400
Lancome,BI-FACIL Double-Action Eye Makeup Remover,"Lancome offers 20% off BI-FACIL Double-Action Eye Makeup Remover via coupon code """". Plus Lancome",08/28/2017,,16,72,18
Lancome,Génifique Yeux Youth Activating Eye Concentrate @ Lancome,Dealmoon Exclusive Early Excess! Lancome offers Génifique Yeux Youth Activating Eye,08/28/2017,,23,70,41
Lancome,With Advanced Génifique Youth Activating Concentrate Serum @ Lancome,Dealmoon Exclusive! Lancome offers 20% off he Advanced Génifique Youth Activating Concentrate Serum purchase via,08/28/2017,,158,478,265
Lancome,MATTE SHAKER LIQUID LIPSTICK,"Lancome offers the MATTE SHAKER LIQUID LIPSTICK for $17.60 via coupon code """". Plus Lancome offers buy 1 get",08/28/2017,,44,185,82
Lancome,Parfum Sale @ Lancome,"Lancome offers 20% off Parfum Sale via coupon code ""DEALMOONFRIENDS"". Plus Lancome offers buy 1 get 1 free Color",08/28/2017,,13,31,9
Lancome,With Cushion Makeup Purchase @ Lancome,"Lancome offers 20% off With Cushion Makeup Purchase via coupon code ""DEALMOONFRIENDS"". Plus Lancome offers buy 1 get 1",08/28/2017,,51,138,62
Lancome,With any Energie De Vie Purchase @ Lancôme,Dealmoon Exclusive Early Excess! Lancome offers 20% off with any Energie De Vie purchase via coupon code,08/28/2017,,27,49,20
Lancome,ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE SERUM,Lancome offers the ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE SERUM for via coupon code,08/28/2017,,23,115,34
Lancome,+ Free Shiping + a Complimentary Sample Friends & Family Sale @ Lancome,"Last Day! Lancome offers 20% off Friends & Family Sale via coupon code ""DEALMOONFRIENDS "". Plus Lancome",08/28/2017,,911,1461,1182
Lancome,ADVANCED GÉNIFIQUE SENSITIVE SERUM @ Lancome,Dealmoon Exclusive Early Excess! Lancome offers 20% off ADVANCED GÉNIFIQUE SENSITIVE SERUM purchase for via coupon code,08/28/2017,,40,95,37
Lancome,Comforting Rehydrating Toner @ Lancôme,Dealmoon Exclusive Early Excess! Lancome offers 20% off the Comforting Rehydrating Toner purchase via coupon code,08/28/2017,,63,267,114
Lancome,With any Hydra Zen Purchase @ Lancôme,Dealmoon Exclusive Early Excess! Lancome offers 20% off with anyhydra zen purchase via coupon code,08/27/2017,,23,87,48
Lancome,L'Absolu Rouge @ Lancôme,Dealmoon Exclusive! Lancome offers 20% off the L'Absolu Rouge purchase via coupon code,08/27/2017,,24,110,27
Lancome,TEINT MIRACLE RADIANT FOUNDATION,"Lancome offers the TEINT MIRACLE RADIANT FOUNDATION for $37.60 via coupon code """". 1 free sample at",08/27/2017,,31,83,21
Lancome,Teint Idole Ultra 24h Foundation @ Lancôme,Dealmoon Exclusive ! Lancome offers Teint Idole Ultra 24h Foundation for $37.6 via coupon code,08/27/2017,,15,78,20
Lancome,BI-FACIL Double-Action Eye Makeup Remover @ Lancome,Dealmoon Exclusive! Lancome offers 20% off with the BI-FACIL Double-Action Eye Makeup,08/24/2017,,5,28,3
Lancome,BIENFAIT UV SPF 50+ @ Lancôme,Dealmoon Exclusive! Lancome offers BIENFAIT UV SPF 50+ for $31.2  via coupon code,08/24/2017,,4,27,1
Lancome,ABSOLUE L'EXTRAIT ULTIMATE EYE CONTOUR COLLECTION @ Lancome,Dealmoon Exclusive! Lancome offers 20% off ABSOLUE L'EXTRAIT ULTIMATE EYE CONTOUR COLLECTION  via coupon code,08/23/2017,,,7,3
Lancome,With Advanced Génifique Youth Activating Concentrate Serum @ Lancome,Lancome offers 15% off Advanced Génifique Youth Activating Concentrate Serum purchase via coupon code,08/20/2017,,45,179,64
Lancome,Select Eyeshadow Palettes @ Lancome,"Lancome offers 50% off select eyeshadow palettes via coupon code ""EYES"". Plus, get free five samples and free shipping on orders",08/14/2017,,45,159,62
Lancome,With 3 or More Waterproof Products @ Lancome,"Lancome offers 15% off waterproof products when you buy 3 or more via coupon code """". Plus, enjoy up to 4 free samples with",08/05/2017,,,25,11
Lancome,And 4 lipstick samples on $49 @ Lancome,"Dealmoon Exclusive! Lancome offers 3 juicy shakers for $44 via coupon code ""JUICYMOON"". Celebrate Lipstick Day at Lancome!",07/31/2017,,39,99,53
Lancome,Phased-Out Favorites @ Lancome,"Lancome offers 30% off Phased-Out Favorites via coupon code ""PHASEDOUT"". Dealmoon Exclusive! Miracle Cushion via coupon",07/30/2017,,51,190,60
Lancome,Comforting Rehydrating Toner @ Lancôme,Dealmoon Exclusive! Lancome offers 15% off $49 + free creme radiance sample the Comforting Rehydrating Toner purchase via,07/27/2017,,19,47,15
Lancome,With Advanced Génifique Youth Activating Concentrate Serum @ Lancome,Dealmoon Exclusive! Lancome offers 15% off + free creme radiance sample on the Advanced Génifique Youth,07/27/2017,,23,38,25
Lancome,With any $49 Energie De Vie Purchase @ Lancôme,Dealmoon Exclusive! Lancome offers 15% off + 2 samples with any $49 Energie De Vie purchase via coupon code,07/27/2017,,5,29,7
Lancome,With any $49 Hydra Zen Purchase @ Lancome,Dealmoon Exclusive! Lancome offers 15% off + free creme radiance samples With any $49 Hydra Zen Purchase via coupon code,07/27/2017,,3,24,18
Lancome,With ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE SERUM @ Lancome,Lancome offers 15% off + 2 free sample With ADVANCED GÉNIFIQUE YEUX LIGHT PEARL EYE SERUM via coupon code,07/27/2017,,10,31,9
Lancome,With TEINT MIRACLE RADIANT FOUNDATION @ Lancome,"Lancome offers 15% off + 1 free sample With TEINT MIRACLE RADIANT FOUNDATION via coupon code """". Plus, enjoy 3 Abosolue",07/27/2017,,4,17,3
Lancome,with ABSOLUE L'EXTRAIT ULTIMATE EYE CONTOUR COLLECTION @ Lancome,Lancome offers 15% off + 1 free sample with ABSOLUE L'EXTRAIT ULTIMATE EYE CONTOUR COLLECTION via coupon code,07/27/2017,,,5,4
Lancome,On Any Orders Over $49 @ Lancome,Dealmoon Exclusive! Lancome offers 15% off + free creme radiance sample on orders of $49 or more via coupon code,07/27/2017,,247,282,226
Lancome,BIENFAIT UV SPF 50+ @ Lancôme,Dealmoon Exclusive! Lancome offers 15% off +  a sample IENFAIT UV SPF 50+ purchase over $49 via coupon code,07/27/2017,,9,11,2
Lancome,with $49+ MATTE SHAKER LIQUID LIPSTICK @ Lancome,Lancome offers 15% off with $49+ MATTE SHAKER LIQUID LIPSTICK orders via coupon code,07/27/2017,,5,8,2
Lancome,L'Absolu Rouge @ Lancôme,Dealmoon Exclusive! Lancome offers 15% off + 2 samples with $49+ the L'Absolu Rouge purchase via coupon code,07/27/2017,,1,18,5
Lancome,Teint Idole Ultra 24h Foundation @ Lancôme,Dealmoon Exclusive! Lancome offers 15% off + 1 sample the Teint Idole Ultra 24h Foundation purchase of $49+ via,07/27/2017,,15,36,3
Lancome,Génifique Yeux Youth Activating Eye Concentrate @ Lancome,Dealmoon Exclusive! Lancome offers Génifique Yeux Youth Activating Eye Concentrate for via coupon code,07/26/2017,,,17,9
Lancome,With BI-FACIL Double-Action Eye Makeup Remover @ Lancome,Lancome offers 15% off + 1 free sample With BI-FACIL Double-Action Eye Makeup Remover via coupon code,07/26/2017,,,8,4
